is_long,price,atr,volume,long_liquidations,short_liquidations,minute_of_session,trvo_relative_volume,trvo_buy_pressure,trvo_oscillator,target_high_tp,sma_trend_1h
0,104375.0,270.35714285714283,21.005736,2.297376,1.408642,255,0.7349642362593677,0.06832298136645965,0.13020653032175764,0,1
0,109314.0,475.42857142857144,71.36903600000001,1.356726,0.1406919999999999,245,1.2016057049828515,0.00516795865633075,0.06628514655668048,0,1
0,107613.0,125.57142857142857,7.727066000000001,0.026982,0.0244239999999999,250,0.1681822028676776,0.7848101265822784,0.06564489708249617,1,1
0,108771.0,237.64285714285714,52.960564,0.085614,0.085614,245,0.8012454635027046,0.3633720930232558,0.07544394335178528,1,0
0,104297.0,323.64285714285717,155.383596,0.0123299999999999,0.0123299999999999,250,1.7870473280484616,0.32075471698113206,0.1174374035821005,0,1
0,104959.0,183.85714285714286,46.771044,0.549104,0.549104,250,0.41084472099244523,0.007547169811320755,0.10127791324089774,1,0
0,105500.0,96.0,4.151092,0.029514,0.029514,245,0.05715660836228222,0.0,-0.0585223407760545,0,1
0,107081.0,251.35714285714286,94.641412,4.278916000000001,4.278916000000001,255,0.9929195318290589,0.14110429447852763,0.16919614105205877,0,1
0,105042.0,314.64285714285717,31.626224,0.104114,0.104114,255,0.3304295018163638,0.3306772908366534,0.13451755481616873,1,1
0,106773.0,218.42857142857142,36.90426,1.239078,1.239078,255,0.5034583459365287,0.41240875912408753,0.06307714707379646,0,1
0,105279.0,170.21428571428572,89.10868400000001,0.052322,0.052322,250,1.5728961924723832,0.013636363636363637,0.15962031014609065,1,0
0,107000.0,210.85714285714286,46.27948,0.3425559999999999,0.3425559999999999,255,0.28459832492284315,0.0,0.06054700938287313,0,0
0,106824.0,175.35714285714286,10.769532,0.121514,0.121514,250,0.05583853725834577,0.47933884297520657,0.03645558116675489,0,1
0,106496.0,151.14285714285714,43.880828,0.020314,0.020314,245,1.2694291021024104,0.008902077151335308,0.09017621640178089,1,1
0,108599.0,191.71428571428572,35.372755999999995,2.33606,2.33606,245,0.4879281739613532,0.07339449541284404,0.025261358036739852,0,1
0,118342.0,639.6428571428571,138.7092,7.024582,7.024582,255,1.722720063532981,0.6473429951690821,-0.020388235329899255,1,1
0,118700.0,171.42857142857142,27.200676,0.095394,0.095394,245,0.28725881463976755,0.0893371757925072,0.13560809045566513,0,0
0,118281.0,27.285714285714285,10.523856,0.0123099999999999,0.0123099999999999,250,0.08376064261815092,0.40789473684210525,0.10770345521676025,1,1
0,116062.0,340.35714285714283,104.430328,1.182392,1.182392,245,2.03050309135331,0.03134796238244514,0.09235750226643459,1,0
0,118969.0,136.57142857142858,24.761232,0.392336,0.392336,245,0.36555556459939603,0.2972972972972973,0.0600454181105403,1,0
0,114593.0,297.7142857142857,88.77627199999999,1.330908,1.330908,255,1.5352002053383356,0.0037593984962406017,0.17485782052523632,0,1
0,114215.0,279.42857142857144,17.683011999999998,0.061984,0.061984,250,0.26195185060716697,0.21935483870967742,0.0019043459216989975,1,1
0,116611.0,196.07142857142858,104.973684,7.380898,7.380898,250,1.6848404986965695,0.48375451263537905,0.19331830568685493,1,1
0,120194.0,370.7857142857143,117.980824,1.518284,1.518284,255,1.6359711462076254,0.22,0.06954023440614081,0,1
0,119436.0,263.92857142857144,216.539992,1.007974,1.007974,245,2.824460294887718,0.0,0.13526620284970664,0,1
0,118304.0,79.57142857142857,8.347588,0.0125599999999999,0.0125599999999999,255,0.0479993891103515,0.3589743589743589,0.16710057622412752,1,1
0,115558.0,129.5,47.854636,12.89999,12.89999,245,0.5648230242350952,0.5159010600706714,-0.007523903786261782,1,1
