timestamp,open,high,low,close,volume
1641362992453,46288.4,46442.1,46283.8,46434.62,2156.759
1641364595371,46434.63,46472.67,46365.57,46441.0,2153.092
1641366184449,46441.0,46489.97,46353.92,46417.78,2154.904
1641367800062,46417.79,46435.0,46325.0,46333.09,2155.563
1641369915431,46332.86,46385.93,46261.75,46360.01,2155.68
1641371640193,46360.0,46599.96,46315.85,46599.75,2155.863
1641372328004,46599.7,46675.07,46567.88,46619.6,2144.704
1641372694754,46620.11,46677.0,46555.68,46599.99,2091.015
1641373208199,46600.0,46691.94,46561.75,46590.78,2199.366
1641373841624,46590.72,46749.39,46577.31,46723.56,2142.386
1641374376667,46723.54,46822.91,46723.15,46790.16,2137.928
1641374727818,46790.15,46850.0,46739.0,46784.44,2136.873
1641375430649,46784.45,46943.47,46784.44,46913.63,2133.344
1641375946165,46913.58,46915.58,46764.1,46815.25,2130.298
1641376473852,46815.24,46970.0,46803.0,46959.95,2137.797
1641377149605,46959.98,47075.29,46926.49,46926.49,2127.379
1641377473416,46926.28,46944.89,46803.0,46817.01,2133.678
1641377859649,46817.0,46834.9,46750.23,46810.91,2135.12
1641378445819,46810.92,46826.21,46703.0,46726.99,2140.64
1641378983491,46726.84,46796.35,46706.13,46749.76,2139.296
1641380145208,46749.76,46839.91,46656.08,46675.05,2139.151
1641381033675,46675.0,46685.33,46600.0,46605.89,2144.056
1641381671921,46605.88,46605.88,46461.62,46469.55,2148.179
1641382040910,46467.09,46556.7,46378.89,46389.9,2149.935
1641382372700,46389.91,46425.87,46300.01,46300.01,2151.784
1641382560815,46300.0,46329.92,46215.5,46284.01,2166.943
1641382728015,46284.64,46332.54,46177.0,46177.0,2161.855
1641383047170,46176.99,46298.0,46142.0,46289.99,2163.403
1641383345797,46290.0,46290.0,46095.4,46209.92,2164.665
1641383741894,46209.92,46344.21,46209.47,46343.69,2159.445
1641384193780,46343.7,46345.01,46114.0,46135.68,2164.639
1641384722765,46135.69,46237.54,46039.39,46127.49,2167.096
1641385287775,46127.78,46136.0,45938.34,46024.65,2172.266
1641385489194,46024.78,46188.0,45930.0,46166.41,2168.519
1641385804109,46166.4,46175.52,45953.52,45953.52,2170.118
1641386456514,45953.33,46075.52,45900.0,45999.99,2173.218
1641386744082,46000.0,46136.0,45915.37,46129.94,2174.45
1641387200716,46129.95,46260.0,46122.56,46229.83,2164.232
1641387495430,46229.82,46275.04,46164.72,46188.78,2163.907
1641387848016,46188.77,46242.7,46100.0,46239.14,2162.06
1641388682069,46239.15,46350.0,46219.11,46263.78,2164.376
1641389025091,46263.78,46420.32,46260.0,46407.64,2156.943
1641389445108,46407.66,46436.35,46303.27,46407.11,2156.4
1641389962595,46406.25,46456.57,46297.14,46297.14,2156.179
1641390556900,46297.0,46433.75,46255.36,46409.62,2158.025
1641391218101,46409.99,46504.98,46352.76,46355.96,2150.041
1641391736344,46355.97,46442.4,46280.0,46369.68,2160.814
1641392728872,46369.54,46456.37,46222.8,46223.2,2156.172
1641393327904,46223.19,46466.02,46218.44,46466.02,2161.267
1641393690036,46466.03,46707.44,46461.08,46707.44,2146.066
1641393726344,46707.47,46786.0,46512.06,46585.23,2141.663
1641393772550,46585.33,46595.27,46220.6,46305.93,2157.765
1641393822133,46305.21,46375.0,46218.88,46219.04,2159.02
1641394025406,46219.02,46247.61,46123.64,46191.31,2165.501
1641394204434,46191.32,46660.2,46170.44,46651.09,2153.644
1641394338949,46660.2,46700.0,46544.91,46554.41,2145.423
1641394392852,46554.88,46680.0,46512.95,46530.3,2146.806
1641394619187,46530.0,46820.83,46518.35,46812.98,2142.16
1641394758417,46812.18,46815.59,46672.26,46800.0,2138.861
1641394939512,46799.99,46811.0,46606.17,46633.67,2140.166
1641395145694,46633.72,46747.07,46555.55,46569.53,2143.735
1641395489178,46569.11,46626.0,46517.67,46531.83,2146.111
1641395946765,46531.25,46721.35,46483.64,46707.34,2146.497
1641396480025,46707.34,46777.0,46577.1,46584.07,2141.848
1641396951864,46584.06,46591.15,46437.0,46500.31,2149.328
1641397273618,46500.0,46564.97,46355.16,46372.86,2152.473
1641397652341,46373.49,46645.13,46372.85,46600.01,2143.032
1641398288603,46600.0,46663.31,46411.0,46441.29,2154.468
1641398896290,46442.94,46520.0,46342.88,46505.01,2125.353
1641399654160,46505.0,46670.0,46505.0,46591.51,2172.495
1641400280297,46591.49,46592.45,46422.6,46434.66,2151.404
1641400868959,46434.65,46458.91,46318.54,46329.47,2156.007
1641401370142,46329.48,46402.65,46262.34,46347.28,2159.273
1641402090741,46347.27,46464.0,46288.0,46288.0,2154.927
1641403020116,46287.93,46396.23,46230.3,46362.71,2159.698
1641403760358,46362.84,46384.21,46130.0,46140.87,2163.192
1641404318630,46140.83,46193.42,46066.9,46183.0,2167.886
1641404731654,46182.99,46213.37,46044.76,46049.99,2140.389
1641405526989,46050.0,46093.12,45910.77,45933.83,2199.742
1641405618231,45933.93,46000.0,45845.0,45884.83,2178.362
1641405758776,45883.64,45893.99,45750.0,45782.07,2182.581
1641405845333,45782.53,45800.0,45660.0,45700.08,2187.177
1641405902037,45700.03,45808.71,45650.0,45698.07,2187.114
1641406005312,45698.08,45769.69,45640.0,45670.1,2187.57
1641406127686,45671.76,45715.62,45560.0,45699.99,2185.399
1641406216037,45700.0,45709.88,45550.0,45591.56,2198.228
1641406354321,45590.88,45797.6,45580.0,45773.82,2184.969
1641406508849,45773.82,45775.44,45580.0,45622.64,2188.973
1641406792467,45622.79,45769.88,45580.0,45757.18,2193.821
1641406893961,45760.0,45965.01,45756.85,45856.38,2178.268
1641406954710,45856.39,45946.68,45805.0,45862.25,2180.082
1641407257541,45862.2,46200.0,45810.0,46173.32,2173.965
1641407475955,46175.08,46326.8,46105.44,46147.15,2164.555
1641407509194,46146.58,46152.48,45880.38,45895.2,2164.524
1641407706879,45895.21,45986.13,45800.09,45892.03,2187.016
