timestamp,sma_50
1582057800000.0,9813.1038
1582060200000.0,9813.714
1582062600000.0,9818.2182
1582067100000.0,9822.2664
1582072500000.0,9827.5968
1582080900000.0,9831.8368
1582090200000.0,9835.099
1582098900000.0,9839.6268
1582104300000.0,9842.8086
1582113600000.0,9845.4314
1582116900000.0,9848.5348
1582131000000.0,9853.6424
1582134300000.0,9859.3902
1582141200000.0,9864.8182
1582146000000.0,9868.1966
1582148400000.0,9862.9476
1582149000000.0,9858.7208
1582149300000.0,9855.5078
1582150200000.0,9852.4522
1582152000000.0,9845.1228
1582156800000.0,9838.9586
1582164300000.0,9834.011
1582170000000.0,9831.0788
1582182000000.0,9826.9068
1582191000000.0,9823.4422
1582198500000.0,9819.3222
1582205700000.0,9817.2192
1582212600000.0,9814.0904
1582216800000.0,9813.9924
1582217700000.0,9812.9998
1582219800000.0,9814.1386
1582224000000.0,9813.8128
1582235400000.0,9814.0022
1582246800000.0,9814.6344
1582256100000.0,9815.6682
1582263300000.0,9815.297
1582274400000.0,9816.379
1582285200000.0,9817.79
1582292700000.0,9817.3852
1582302000000.0,9815.1416
1582314300000.0,9813.7892
1582317900000.0,9814.351
1582328100000.0,9814.3692
1582343100000.0,9813.8584
1582353300000.0,9811.2334
1582368900000.0,9807.0412
1582384800000.0,9801.8952
1582398300000.0,9794.8126
1582422600000.0,9793.0116
1582430700000.0,9788.7938
1582435500000.0,9781.998
1582446000000.0,9778.831
1582454100000.0,9771.4328
1582459200000.0,9766.6262
1582468500000.0,9761.2564
1582482600000.0,9757.9358
1582499100000.0,9756.1138
1582503300000.0,9751.4916
1582508400000.0,9741.8314
1582512000000.0,9734.6358
1582515000000.0,9726.2432
1582526100000.0,9717.11
1582531800000.0,9708.0912
1582540800000.0,9701.2514
1582547700000.0,9698.1026
1582555200000.0,9703.1918
1582559400000.0,9705.0364
1582563600000.0,9703.2652
1582567500000.0,9702.0126
1582570800000.0,9702.345
1582577400000.0,9704.0206
1582588200000.0,9704.4094
1582600200000.0,9703.2488
1582610400000.0,9702.4262
1582617900000.0,9702.3254
1582625100000.0,9703.7854
1582632000000.0,9703.4834
1582637100000.0,9703.8032
1582640700000.0,9700.0804
1582642200000.0,9697.94
1582646100000.0,9694.4244
1582648200000.0,9689.2202
1582650900000.0,9684.98
1582656900000.0,9677.4842
1582663500000.0,9671.8132
1582666200000.0,9665.9124
1582675200000.0,9656.3402
1582680600000.0,9644.3454
1582683600000.0,9633.4998
1582687800000.0,9623.13
1582695000000.0,9612.8934
1582701900000.0,9603.1432
1582707300000.0,9592.8958
1582711800000.0,9584.066
1582719000000.0,9576.9172
1582720800000.0,9567.8406
1582724400000.0,9556.0328
1582725900000.0,9543.1506
1582727400000.0,9525.1182
1582730100000.0,9506.1014
1582733400000.0,9485.6622
1582734300000.0,9460.5074
1582735800000.0,9438.857
1582737000000.0,9416.3098
1582740300000.0,9394.6322
1582744500000.0,9372.2462
1582752000000.0,9349.0606
1582759200000.0,9324.2208
1582763700000.0,9300.7252
1582765800000.0,9279.7658
1582768500000.0,9258.4028
1582774200000.0,9237.8878
1582781100000.0,9219.0486
1582787700000.0,9199.026
1582794900000.0,9179.5076
1582801200000.0,9163.3074
1582806300000.0,9145.926
1582808400000.0,9132.2458
1582814100000.0,9117.9988
1582819800000.0,9104.1436
1582823700000.0,9088.2668
1582830900000.0,9071.2072
1582839600000.0,9056.0392
1582843200000.0,9041.405
1582848300000.0,9027.1906
1582856100000.0,9010.3386
1582868700000.0,8993.4956
1582876800000.0,8977.4898
1582882500000.0,8961.2492
1582884300000.0,8945.1556
1582887600000.0,8928.5814
1582892100000.0,8912.3354
1582894200000.0,8897.5014
1582896000000.0,8883.346
1582899900000.0,8869.8692
1582904100000.0,8855.8092
1582909500000.0,8842.2104
1582914600000.0,8833.6824
1582921200000.0,8826.0294
1582929900000.0,8817.7806
1582936200000.0,8808.5072
1582947900000.0,8798.9722
1582958700000.0,8789.5916
1582970400000.0,8780.5244
1582977300000.0,8767.0082
1582986000000.0,8756.8278
1582991700000.0,8748.7746
1583002200000.0,8741.064
1583018100000.0,8733.0418
1583022900000.0,8727.8186
